id	filename	md5	size	state
b5df8e57-5822-4192-a4a4-398d11e9d968	6b48d62b-0932-48df-9448-ae6dcb8853b2.rna_seq.augmented_star_gene_counts.tsv	3d1b590b2250f34bf59793fc302e218f	4232279	released
503df94c-0048-4f7b-b957-3f8304be73f0	7d46888b-282b-4f43-a09a-ff44bd1af110.rna_seq.augmented_star_gene_counts.tsv	ad0274a89cab084d126ea5c05a86f59c	4252024	released
81d92351-c619-4585-9281-de33eaaabba4	98d020b1-0467-4131-a3cc-64d288d0e9e7.rna_seq.augmented_star_gene_counts.tsv	6517fb7e1116fc25434382dddce15503	4219786	released
f700b996-2ccf-4f59-9249-da7f087054ba	8885b4e5-f8e7-4198-b7ce-bc5c754f504d.rna_seq.augmented_star_gene_counts.tsv	da8693731d4ddbd18542f3fe834f75a9	4248467	released
0e9c2659-4131-4274-b0b4-3e191239f5f3	29000c50-6667-4281-a97a-5f02cb24a8f4.rna_seq.augmented_star_gene_counts.tsv	c212fbcd1096dfdda2d62f47fb9baec0	4223489	released
883bbed6-0216-48c2-9694-5dba83ce65c7	af407c3f-2dad-4fb9-850e-4a79b361589b.rna_seq.augmented_star_gene_counts.tsv	d19a4ab3b293c1bedf7ad79fd796dad1	4233751	released
29dd3ad7-f2c6-4abf-8e81-6734e4bd8a6a	aa85d7ef-5884-4eb4-a78b-3023d2e01a8b.rna_seq.augmented_star_gene_counts.tsv	7164d3905ae90792fe49404e3f7825d5	4221503	released
78d70b30-8812-4802-bca7-f1b8135b9cbd	db66be89-fb7c-41c3-9a0b-9beae75b7850.rna_seq.augmented_star_gene_counts.tsv	c23ae4717a1c8bfadf469112a0e6d2cc	4254576	released
515aa64c-316b-497e-b877-7ab0c89a58bd	36f81494-52c4-49db-9dba-26a0c2de2e8e.rna_seq.augmented_star_gene_counts.tsv	3e6860b24df016fc9c652bfffa8cebed	4252294	released
f7c8bdd7-48f6-4ecd-a4ae-78ffcb2fb28d	3e08ac76-9fba-40cf-8743-e2e1fb14f067.rna_seq.augmented_star_gene_counts.tsv	4cd0279e8685095a42f2428c471de77f	4221778	released
850bb68e-cea7-4d66-b044-24dbef74e255	d737cd97-619a-4fc3-9ae2-87e1f4b19beb.rna_seq.augmented_star_gene_counts.tsv	670bc0043db7dc4624db1eb7a3be77ab	4241058	released
dd6ec250-8d4d-4129-9664-7451c1760f4b	34774d7b-1184-4b5f-b6a9-e16c428ca7ce.rna_seq.augmented_star_gene_counts.tsv	8505bede89020ffab8d5e66975dec03a	4247563	released
ed3bcbbc-0f04-415f-a083-e34cefa9e310	828b6221-7b05-4e5f-aee0-0234f06fb81e.rna_seq.augmented_star_gene_counts.tsv	0dfc9ad71e9fbd6ce50ec0c37da15770	4230231	released
a35c257e-f8b8-4d58-8ecb-92b1b0bc59f3	35fc369e-6f16-415b-badb-380eedb2157b.rna_seq.augmented_star_gene_counts.tsv	f56cc45eaf3ca0f661c6b19fc37bf103	4251651	released
665a7af8-9c2d-4a31-9a22-da89fc7107b2	6f53a60f-3be2-48df-a15a-4675e99efba1.rna_seq.augmented_star_gene_counts.tsv	a66b49a6d71bc1607d8a2cac2552bf9e	4220068	released
54a00dd0-503f-471f-88e4-8d6fcdcf8483	1b22e14e-321b-4609-9aa2-9df6285ca948.rna_seq.augmented_star_gene_counts.tsv	091f28766e1936f96945d867cdc1f4b9	4213927	released
51054c11-8e2f-4f52-bdaf-ebb515508a28	5158a031-b856-4423-9418-031b3107e88f.rna_seq.augmented_star_gene_counts.tsv	b1ff3cf25bf73c2cdbda898c85e37778	4258291	released
3c9960fd-92f3-4bab-9771-933c95edc37f	fd713184-4bb4-4e1b-a3b8-636273ee6ccc.rna_seq.augmented_star_gene_counts.tsv	414c6c615900b8785fb01b00f869bd59	4225614	released
9a6d8661-241e-4a3e-a6fa-e2eb1962b758	ee030015-242a-4dd1-b43c-2c97d5d365d9.rna_seq.augmented_star_gene_counts.tsv	287e77385c1a01c4a57e648ed0dbaba6	4220334	released
9a64a124-9787-4378-ba01-b79aa183f25f	9a5e0fa6-a785-4d8e-bca5-43e02a3965bf.rna_seq.augmented_star_gene_counts.tsv	01b80d4c9a15f3697ce563666de5de0a	4244281	released
bdae198f-aedf-46cc-8156-c1ec37eac88f	9c36a1ac-944e-49d4-888c-bfffc20a4ba6.rna_seq.augmented_star_gene_counts.tsv	34dfa79b299a2ba66e153368aa39b889	4232524	released
d21e7461-c76d-4ae7-be02-313c3c34118d	72fe0e80-b3e6-4249-8345-fb9ff8d2ca9b.rna_seq.augmented_star_gene_counts.tsv	69cae17d13ab5d42ff7c3c9c4e7383ac	4227754	released
49453e81-56b8-43b7-b56f-6195038a1142	ed30ab10-5d65-4aeb-ba72-ec3e9b768cd3.rna_seq.augmented_star_gene_counts.tsv	48a773f9dc82c8e4558bd66038da6bea	4212895	released
b0eade9b-2ce4-4ffd-9db3-56958b452af6	5fd9d2a8-3a95-440c-a0de-8ad5fd86e156.rna_seq.augmented_star_gene_counts.tsv	88b52b517e276c84c611088e63c1d0be	4215562	released
16dc015e-0f5b-4278-a0cb-9ae30a280161	d38959c4-8069-4963-8eca-0c66699df9a7.rna_seq.augmented_star_gene_counts.tsv	d6daf104acf07036686c443c01d44d20	4259938	released
6b6751a5-2dad-4bb4-bfae-b2239770fad8	41fde338-9254-4ad2-9806-d7864c2d038e.rna_seq.augmented_star_gene_counts.tsv	400c739136c9fea94e49d6d7b05bdeb0	4246540	released
c36f84e5-8c59-46fe-af32-7f70684383b2	07a66ae7-6b95-4d57-b308-dcb30672b6b9.rna_seq.augmented_star_gene_counts.tsv	cdde02700855e2ec0262c7951e97283b	4228907	released
d72c21fe-ff33-4f1e-a138-420968f1daf4	89bcf4e2-f855-4035-bf0d-fe4917248223.rna_seq.augmented_star_gene_counts.tsv	172d4f3390be50f967ab76bd36e2f9bd	4226217	released
8b26e78c-f162-48fc-8c1b-9628baa3ca62	b603c2a6-4366-415a-871e-5949a2a8a4b6.rna_seq.augmented_star_gene_counts.tsv	506c16c3914540043a5a84458df4cd36	4241775	released
52d91ece-345c-4c5d-800a-121955b93c66	91e79d93-01a8-4908-805a-12678d68a543.rna_seq.augmented_star_gene_counts.tsv	37abd7a06ebbf7e3fc3457af2eecbe5c	4235935	released
4f00f94a-f0db-4840-a230-3bc9866bc184	ff298d6f-071c-417a-acbe-a9ff38494f87.rna_seq.augmented_star_gene_counts.tsv	b725ce882c43e0bec66f28de9986718c	4234252	released
648b0d02-f264-4d88-9997-baed8f000a60	6c438dcf-6ec0-4bf7-8122-875490967b70.rna_seq.augmented_star_gene_counts.tsv	96663d7e70cf35a9fe1e370d6c34e806	4249970	released
cb061496-b611-48bb-9484-c6ca07f9951e	4b6faa2b-5b8d-4ee5-ac5d-aafa6d95327f.rna_seq.augmented_star_gene_counts.tsv	7a1e7f013be2ee8a3b3499df31923bd2	4234595	released
9711a58c-08fc-428f-93a1-3d3db7df213e	74ab82a4-a55b-4e4c-b3f5-1f9317860914.rna_seq.augmented_star_gene_counts.tsv	a59dab2bd8d4e8abe3058feb9740fd75	4213760	released
bca264e4-3883-409f-ad4e-f56f81c7c93e	21a80f43-21be-4549-901b-c99083021c30.rna_seq.augmented_star_gene_counts.tsv	2d8946bcff7aaeab71b0b637cd33f18c	4197791	released
8be16a1a-383f-4365-b1e5-139b1625e3ce	e1b67311-dee7-4296-ac38-1ad47a80c257.rna_seq.augmented_star_gene_counts.tsv	1ea58f43e8e349787ddd20f98d29f7df	4250770	released
e1638627-67cc-44f9-9a79-6748968a06af	4a1a0323-0cfb-4f33-ba44-0039283f9334.rna_seq.augmented_star_gene_counts.tsv	4acba7e50acccbeca6654a3eac1dca42	4222558	released
afdf58d1-5814-4e78-a92e-26fbcc97da32	0a5dab01-33ff-41d1-8842-7b7f18a6efe0.rna_seq.augmented_star_gene_counts.tsv	96f4226c5a485e5eee3a6156d4b4ba05	4219971	released
2fe6f165-3396-4abd-a0cd-07968d826828	b3c9ca27-6b77-4abd-92d5-45d48d34ba42.rna_seq.augmented_star_gene_counts.tsv	354c20fba28229053fb91d12d6552094	4228926	released
ad8bf3fe-2831-4c1c-81f9-c65e09b2d45e	34d64c67-b35b-418e-a7b2-759804876762.rna_seq.augmented_star_gene_counts.tsv	6367a7f9e1c6082c9ed940caa1751941	4213808	released
bb64143e-c48a-45c7-914b-4ec5bcea9e27	de6f3bfe-6e91-4894-a826-67ebf147a6f0.rna_seq.augmented_star_gene_counts.tsv	e31926497b25c82988750ae27ed5ac4b	4227951	released
da428df4-37ee-43d6-9090-7b94d67968e9	56d2e7e0-7686-417f-a698-393a1385d87e.rna_seq.augmented_star_gene_counts.tsv	68c40a06e83169f9661b8bc73d607490	4232938	released
ca34be5f-799c-4df4-af91-ec8a9e958d6c	fe770b01-42c9-48c6-97f8-09f18a374350.rna_seq.augmented_star_gene_counts.tsv	2dc56687d6d13017d3cf28b874be1c46	4241285	released
9f0a9ce9-6258-4a82-84c1-dc017a7eb760	129a4f1c-81ee-4ebb-8c97-0a60fcc114d6.rna_seq.augmented_star_gene_counts.tsv	734863b21c2394f695dd66446c1ff58b	4254157	released
d05a80fc-d08a-47df-b7cd-0172b9977d46	38fbb0e8-cd18-425d-becf-791c8e8a8911.rna_seq.augmented_star_gene_counts.tsv	bf467fb87a0431608932b9b41be6d157	4255536	released
490ee22a-f171-4f7f-9d49-835afe7388c1	5241ced4-4a72-40dc-9698-a647fb6d03a4.rna_seq.augmented_star_gene_counts.tsv	d8ed276fbb9f4e5a0dc8f22de2db5dbd	4243977	released
